,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Scores,RFM_Scores_Levels
13173.0,4.0,2,353.65,4,2,2,8.0,Level 3-Big Spenders
15858.0,15.0,5,1438.85,4,3,3,10.0,Level 6-Lost Cheap Customers
15180.0,367.0,1,87.5,1,1,1,3.0,0.0
14739.0,4.0,7,3902.28,4,4,4,12.0,Level 5-Lost Customers
16293.0,21.0,10,2248.9900000000002,3,4,4,11.0,Level 2-Loyal Customers
17419.0,11.0,12,4226.57,4,4,4,12.0,Level 5-Lost Customers
16775.0,10.0,11,1695.66,4,4,4,12.0,Level 5-Lost Customers
16306.0,213.0,6,632.27,1,4,2,7.0,Level 4-Almost Lost
16950.0,56.0,3,1178.56,2,3,3,8.0,Level 3-Big Spenders
17591.0,73.0,7,2225.9700000000003,2,4,4,10.0,Level 6-Lost Cheap Customers
12839.0,2.0,14,5591.42,4,4,4,12.0,Level 5-Lost Customers
13807.0,367.0,1,112.6,1,1,1,3.0,0.0
16125.0,367.0,1,289.35,1,1,1,3.0,0.0
15081.0,22.0,5,504.8,3,3,2,8.0,Level 3-Big Spenders
18102.0,0.0,60,259657.3,4,4,4,12.0,Level 5-Lost Customers
16365.0,17.0,9,1540.42,4,4,3,11.0,Level 2-Loyal Customers
17870.0,2.0,12,1894.35,4,4,4,12.0,Level 5-Lost Customers
14821.0,366.0,1,48.800000000000004,1,1,1,3.0,0.0
16863.0,31.0,2,502.8,3,2,2,7.0,Level 4-Almost Lost
13078.0,3.0,26,12627.94,4,4,4,12.0,Level 5-Lost Customers
13267.0,2.0,19,4521.49,4,4,4,12.0,Level 5-Lost Customers
13050.0,14.0,17,5836.86,4,4,4,12.0,Level 5-Lost Customers
15628.0,4.0,9,2870.2400000000002,4,4,4,12.0,Level 5-Lost Customers
16779.0,2.0,22,10629.720000000001,4,4,4,12.0,Level 5-Lost Customers
13599.0,1.0,21,5153.67,4,4,4,12.0,Level 5-Lost Customers
13329.0,31.0,2,789.0,3,2,3,8.0,Level 3-Big Spenders
18077.0,8.0,11,2633.0099999999998,4,4,4,12.0,Level 5-Lost Customers
14744.0,16.0,7,1099.98,4,4,3,11.0,Level 2-Loyal Customers
17406.0,333.0,3,2200.42,1,3,4,8.0,Level 3-Big Spenders
15750.0,2.0,8,2465.48,4,4,4,12.0,Level 5-Lost Customers
13983.0,29.0,12,2603.43,3,4,4,11.0,Level 2-Loyal Customers
13842.0,58.0,9,3385.62,2,4,4,10.0,Level 6-Lost Cheap Customers
14796.0,1.0,17,8022.49,4,4,4,12.0,Level 5-Lost Customers
13199.0,3.0,38,9817.12,4,4,4,12.0,Level 5-Lost Customers
14032.0,2.0,11,2975.59,4,4,4,12.0,Level 5-Lost Customers
17706.0,4.0,17,10504.49,4,4,4,12.0,Level 5-Lost Customers
16081.0,56.0,5,2806.9,2,3,4,9.0,Level 1-Best Customers
16525.0,2.0,26,13027.45,4,4,4,12.0,Level 5-Lost Customers
17975.0,15.0,13,4488.81,4,4,4,12.0,Level 5-Lost Customers
16122.0,73.0,4,684.4200000000001,2,3,3,8.0,Level 3-Big Spenders
13126.0,4.0,8,2099.64,4,4,4,12.0,Level 5-Lost Customers
15973.0,366.0,1,307.82000000000005,1,1,2,4.0,0.0
16558.0,0.0,20,8338.49,4,4,4,12.0,Level 5-Lost Customers
16893.0,366.0,1,145.93,1,1,1,3.0,0.0
15021.0,8.0,9,1914.82,4,4,4,12.0,Level 5-Lost Customers
15529.0,22.0,11,3995.23,3,4,4,11.0,Level 2-Loyal Customers
15498.0,2.0,27,13316.4,4,4,4,12.0,Level 5-Lost Customers
18043.0,24.0,3,559.51,3,3,2,8.0,Level 3-Big Spenders
16016.0,3.0,8,1508.76,4,4,3,11.0,Level 2-Loyal Customers
17722.0,96.0,4,2424.04,2,3,4,9.0,Level 1-Best Customers
17324.0,17.0,4,990.23,4,3,3,10.0,Level 6-Lost Cheap Customers
17341.0,156.0,3,781.36,1,3,3,7.0,Level 4-Almost Lost
14051.0,0.0,23,15610.390000000001,4,4,4,12.0,Level 5-Lost Customers
16233.0,71.0,3,536.6800000000001,2,3,2,7.0,Level 4-Almost Lost
16385.0,60.0,3,555.89,2,3,2,7.0,Level 4-Almost Lost
15032.0,256.0,3,4959.1,1,3,4,8.0,Level 3-Big Spenders
16713.0,18.0,15,6923.13,3,4,4,11.0,Level 2-Loyal Customers
17213.0,40.0,7,2781.23,3,4,4,11.0,Level 2-Loyal Customers
18061.0,21.0,10,2119.41,3,4,4,11.0,Level 2-Loyal Customers
15916.0,16.0,8,1528.09,4,4,3,11.0,Level 2-Loyal Customers
15221.0,366.0,1,403.25,1,1,2,4.0,0.0
13455.0,24.0,2,1058.34,3,2,3,8.0,Level 3-Big Spenders
13113.0,0.0,24,12245.960000000001,4,4,4,12.0,Level 5-Lost Customers
14217.0,1.0,17,2004.98,4,4,4,12.0,Level 5-Lost Customers
17262.0,52.0,5,1253.3600000000001,2,3,3,8.0,Level 3-Big Spenders
18259.0,24.0,3,2338.6000000000004,3,3,4,10.0,Level 6-Lost Cheap Customers
17676.0,4.0,6,1387.68,4,4,3,11.0,Level 2-Loyal Customers
16679.0,366.0,1,129.75,1,1,1,3.0,0.0
18269.0,366.0,1,168.6,1,1,1,3.0,0.0
15298.0,2.0,12,4799.9,4,4,4,12.0,Level 5-Lost Customers
13523.0,33.0,5,3964.88,3,3,4,10.0,Level 6-Lost Cheap Customers
15005.0,15.0,28,6316.57,4,4,4,12.0,Level 5-Lost Customers
15581.0,120.0,13,3679.9700000000003,2,4,4,10.0,Level 6-Lost Cheap Customers
15680.0,9.0,3,1333.68,4,3,3,10.0,Level 6-Lost Cheap Customers
13649.0,256.0,2,346.6,1,2,2,5.0,0.0
17894.0,71.0,8,1119.81,2,4,3,9.0,Level 1-Best Customers
13270.0,366.0,1,590.0,1,1,2,4.0,0.0
14866.0,10.0,12,14389.9,4,4,4,12.0,Level 5-Lost Customers
13077.0,1.0,4,729.27,4,3,3,10.0,Level 6-Lost Cheap Customers
13531.0,205.0,2,483.8,1,2,2,5.0,0.0
13848.0,92.0,3,1255.0,2,3,3,8.0,Level 3-Big Spenders
13140.0,108.0,3,423.72,2,3,2,7.0,Level 4-Almost Lost
15713.0,143.0,2,356.7,1,2,2,5.0,0.0
17999.0,37.0,2,382.06,3,2,2,7.0,Level 4-Almost Lost
15347.0,366.0,1,201.60000000000002,1,1,1,3.0,0.0
14766.0,8.0,6,2473.37,4,4,4,12.0,Level 5-Lost Customers
17340.0,29.0,11,12353.29,3,4,4,11.0,Level 2-Loyal Customers
13984.0,26.0,5,920.51,3,3,3,9.0,Level 1-Best Customers
15996.0,88.0,6,1060.68,2,4,3,9.0,Level 1-Best Customers
14030.0,18.0,8,2360.09,3,4,4,11.0,Level 2-Loyal Customers
16596.0,15.0,2,250.15,4,2,1,7.0,Level 4-Almost Lost
16700.0,8.0,13,5076.55,4,4,4,12.0,Level 5-Lost Customers
16011.0,8.0,16,3362.71,4,4,4,12.0,Level 5-Lost Customers
17655.0,10.0,7,2638.94,4,4,4,12.0,Level 5-Lost Customers
16717.0,23.0,6,3858.38,3,4,4,11.0,Level 2-Loyal Customers
14243.0,8.0,10,2588.77,4,4,4,12.0,Level 5-Lost Customers
12963.0,8.0,8,1856.63,4,4,4,12.0,Level 5-Lost Customers
15079.0,212.0,4,895.61,1,3,3,7.0,Level 4-Almost Lost
14437.0,365.0,1,63.0,1,1,1,3.0,0.0
12942.0,131.0,3,683.9,2,3,3,8.0,Level 3-Big Spenders
15660.0,25.0,9,1600.86,3,4,4,11.0,Level 2-Loyal Customers
18092.0,2.0,11,9068.26,4,4,4,12.0,Level 5-Lost Customers
15358.0,4.0,22,8347.2,4,4,4,12.0,Level 5-Lost Customers
13319.0,5.0,26,10845.550000000001,4,4,4,12.0,Level 5-Lost Customers
14299.0,8.0,9,3965.62,4,4,4,12.0,Level 5-Lost Customers
18071.0,257.0,2,453.0,1,2,2,5.0,0.0
13854.0,8.0,25,8109.5199999999995,4,4,4,12.0,Level 5-Lost Customers
16782.0,10.0,13,2279.9,4,4,4,12.0,Level 5-Lost Customers
13369.0,365.0,1,308.28000000000003,1,1,2,4.0,0.0
17857.0,4.0,23,26879.04,4,4,4,12.0,Level 5-Lost Customers
14987.0,15.0,2,326.4,4,2,2,8.0,Level 3-Big Spenders
14355.0,365.0,1,174.4,1,1,1,3.0,0.0
17526.0,4.0,4,1195.8999999999999,4,3,3,10.0,Level 6-Lost Cheap Customers
14896.0,204.0,2,468.77000000000004,1,2,2,5.0,0.0
14440.0,8.0,5,2357.6800000000003,4,3,4,11.0,Level 2-Loyal Customers
13240.0,96.0,4,663.65,2,3,3,8.0,Level 3-Big Spenders
14479.0,253.0,2,316.25,1,2,2,5.0,0.0
16065.0,365.0,1,372.09,1,1,2,4.0,0.0
17430.0,32.0,2,265.76,3,2,1,6.0,0.0
16520.0,186.0,3,1046.57,1,3,3,7.0,Level 4-Almost Lost
15945.0,365.0,1,181.0,1,1,1,3.0,0.0
15856.0,4.0,27,16387.57,4,4,4,12.0,Level 5-Lost Customers
13102.0,1.0,24,6424.09,4,4,4,12.0,Level 5-Lost Customers
15271.0,7.0,15,2507.07,4,4,4,12.0,Level 5-Lost Customers
13982.0,39.0,4,1871.81,3,3,4,10.0,Level 6-Lost Cheap Customers
15288.0,43.0,5,2306.52,3,3,4,10.0,Level 6-Lost Cheap Customers
17978.0,365.0,1,300.91999999999996,1,1,2,4.0,0.0
16795.0,365.0,1,414.88,1,1,2,4.0,0.0
16519.0,25.0,2,215.07999999999998,3,2,1,6.0,0.0
17816.0,36.0,4,36.56,3,3,1,7.0,Level 4-Almost Lost
16255.0,16.0,8,2619.91,4,4,4,12.0,Level 5-Lost Customers
17671.0,15.0,4,1572.71,4,3,3,10.0,Level 6-Lost Cheap Customers
17646.0,219.0,3,1008.39,1,3,3,7.0,Level 4-Almost Lost
12872.0,326.0,2,599.97,1,2,2,5.0,0.0
17339.0,94.0,2,243.36,2,2,1,5.0,0.0
15192.0,119.0,3,1044.32,2,3,3,8.0,Level 3-Big Spenders
15380.0,8.0,5,1690.2600000000002,4,3,4,11.0,Level 2-Loyal Customers
17950.0,72.0,3,482.2,2,3,2,7.0,Level 4-Almost Lost
12826.0,2.0,7,1474.72,4,4,3,11.0,Level 2-Loyal Customers
17456.0,365.0,1,249.86,1,1,1,3.0,0.0
15811.0,22.0,6,2218.62,3,4,4,11.0,Level 2-Loyal Customers
13327.0,38.0,8,3627.77,3,4,4,11.0,Level 2-Loyal Customers
18225.0,3.0,12,5509.12,4,4,4,12.0,Level 5-Lost Customers
15211.0,60.0,2,894.4100000000001,2,2,3,7.0,Level 4-Almost Lost
15596.0,100.0,5,1406.59,2,3,3,8.0,Level 3-Big Spenders
16163.0,232.0,2,856.6,1,2,3,6.0,0.0
16907.0,29.0,5,981.65,3,3,3,9.0,Level 1-Best Customers
17576.0,8.0,19,3622.68,4,4,4,12.0,Level 5-Lost Customers
14713.0,9.0,11,2666.36,4,4,4,12.0,Level 5-Lost Customers
14702.0,1.0,17,3292.14,4,4,4,12.0,Level 5-Lost Customers
13230.0,4.0,14,2806.97,4,4,4,12.0,Level 5-Lost Customers
13969.0,7.0,18,9053.94,4,4,4,12.0,Level 5-Lost Customers
17530.0,1.0,10,2385.0,4,4,4,12.0,Level 5-Lost Customers
15805.0,23.0,17,5528.4800000000005,3,4,4,11.0,Level 2-Loyal Customers
17696.0,38.0,8,2285.71,3,4,4,11.0,Level 2-Loyal Customers
17076.0,36.0,3,841.0799999999999,3,3,3,9.0,Level 1-Best Customers
17827.0,5.0,5,1995.46,4,3,4,11.0,Level 2-Loyal Customers
16265.0,9.0,9,5447.0,4,4,4,12.0,Level 5-Lost Customers
17880.0,364.0,1,458.92,1,1,2,4.0,0.0
13000.0,106.0,3,534.85,2,3,2,7.0,Level 4-Almost Lost
16499.0,360.0,2,365.45,1,2,2,5.0,0.0
17790.0,26.0,14,1965.55,3,4,4,11.0,Level 2-Loyal Customers
14419.0,10.0,6,1058.06,4,4,3,11.0,Level 2-Loyal Customers
14082.0,364.0,1,182.25,1,1,1,3.0,0.0
17912.0,310.0,5,311.01,1,3,2,6.0,0.0
15723.0,364.0,1,203.1,1,1,1,3.0,0.0
16656.0,22.0,15,8625.8,3,4,4,11.0,Level 2-Loyal Customers
14037.0,176.0,2,147.20000000000002,1,2,1,4.0,0.0
14256.0,260.0,2,969.0600000000001,1,2,3,6.0,0.0
14543.0,28.0,16,3630.33,3,4,4,11.0,Level 2-Loyal Customers
16062.0,9.0,4,1153.62,4,3,3,10.0,Level 6-Lost Cheap Customers
18116.0,67.0,8,1418.03,2,4,3,9.0,Level 1-Best Customers
16019.0,46.0,9,3786.2400000000002,3,4,4,11.0,Level 2-Loyal Customers
18178.0,128.0,4,1590.81,2,3,4,9.0,Level 1-Best Customers
18065.0,5.0,14,2392.83,4,4,4,12.0,Level 5-Lost Customers
14952.0,59.0,11,8099.49,2,4,4,10.0,Level 6-Lost Cheap Customers
13148.0,29.0,12,3707.12,3,4,4,11.0,Level 2-Loyal Customers
12989.0,3.0,15,6924.110000000001,4,4,4,12.0,Level 5-Lost Customers
14107.0,51.0,7,2703.23,2,4,4,10.0,Level 6-Lost Cheap Customers
15881.0,312.0,5,501.39000000000004,1,3,2,6.0,0.0
16727.0,364.0,1,272.82,1,1,1,3.0,0.0
15514.0,12.0,11,4139.46,4,4,4,12.0,Level 5-Lost Customers
13787.0,75.0,2,309.04,2,2,2,6.0,0.0
17865.0,30.0,20,10526.32,3,4,4,11.0,Level 2-Loyal Customers
17220.0,24.0,14,3198.25,3,4,4,11.0,Level 2-Loyal Customers
16565.0,364.0,1,173.7,1,1,1,3.0,0.0
16873.0,4.0,6,7123.62,4,4,4,12.0,Level 5-Lost Customers
14062.0,9.0,12,10464.85,4,4,4,12.0,Level 5-Lost Customers
18016.0,32.0,5,1483.56,3,3,3,9.0,Level 1-Best Customers
14448.0,9.0,2,375.35,4,2,2,8.0,Level 3-Big Spenders
15503.0,362.0,1,147.09,1,1,1,3.0,0.0
17251.0,362.0,1,283.28000000000003,1,1,1,3.0,0.0
16923.0,12.0,19,7247.61,4,4,4,12.0,Level 5-Lost Customers
14159.0,19.0,11,4693.01,3,4,4,11.0,Level 2-Loyal Customers
14577.0,12.0,4,859.71,4,3,3,10.0,Level 6-Lost Cheap Customers
17126.0,152.0,5,1004.75,1,3,3,7.0,Level 4-Almost Lost
17236.0,12.0,6,916.13,4,4,3,11.0,Level 2-Loyal Customers
17372.0,40.0,8,1342.68,3,4,3,10.0,Level 6-Lost Cheap Customers
16367.0,37.0,2,804.49,3,2,3,8.0,Level 3-Big Spenders
12875.0,143.0,2,343.2300000000001,1,2,2,5.0,0.0
17917.0,45.0,3,341.28,3,3,2,8.0,Level 3-Big Spenders
16010.0,245.0,3,407.5,1,3,2,6.0,0.0
17085.0,123.0,5,1566.65,2,3,3,8.0,Level 3-Big Spenders
15224.0,358.0,2,322.08,1,2,2,5.0,0.0
13668.0,2.0,21,6363.59,4,4,4,12.0,Level 5-Lost Customers
14684.0,25.0,5,1236.28,3,3,3,9.0,Level 1-Best Customers
17188.0,11.0,7,2474.23,4,4,4,12.0,Level 5-Lost Customers
15547.0,7.0,14,4954.84,4,4,4,12.0,Level 5-Lost Customers
15998.0,36.0,5,3089.97,3,3,4,10.0,Level 6-Lost Cheap Customers
14413.0,362.0,1,122.7,1,1,1,3.0,0.0
18004.0,362.0,1,169.47,1,1,1,3.0,0.0
13959.0,79.0,3,598.2,2,3,2,7.0,Level 4-Almost Lost
16665.0,362.0,1,135.39999999999998,1,1,1,3.0,0.0
15454.0,362.0,1,179.1,1,1,1,3.0,0.0
15044.0,19.0,17,7700.2300000000005,3,4,4,11.0,Level 2-Loyal Customers
17937.0,8.0,7,4301.22,4,4,4,12.0,Level 5-Lost Customers
14608.0,4.0,4,1785.15,4,3,4,11.0,Level 2-Loyal Customers
17618.0,5.0,3,971.58,4,3,3,10.0,Level 6-Lost Cheap Customers
14505.0,17.0,8,5905.64,4,4,4,12.0,Level 5-Lost Customers
18037.0,154.0,6,70.02,1,4,1,6.0,0.0
13198.0,10.0,6,3401.2400000000002,4,4,4,12.0,Level 5-Lost Customers
13225.0,3.0,7,6463.84,4,4,4,12.0,Level 5-Lost Customers
15361.0,361.0,1,418.92,1,1,2,4.0,0.0
15689.0,119.0,2,254.1,2,2,1,5.0,0.0
14290.0,11.0,5,2314.65,4,3,4,11.0,Level 2-Loyal Customers
13209.0,30.0,8,5891.61,3,4,4,11.0,Level 2-Loyal Customers
13999.0,10.0,12,3901.81,4,4,4,12.0,Level 5-Lost Customers
14498.0,42.0,5,1957.32,3,3,4,10.0,Level 6-Lost Cheap Customers
15854.0,4.0,12,2974.65,4,4,4,12.0,Level 5-Lost Customers
16701.0,8.0,13,5398.3,4,4,4,12.0,Level 5-Lost Customers
16927.0,115.0,3,543.05,2,3,2,7.0,Level 4-Almost Lost
17990.0,236.0,3,630.84,1,3,2,6.0,0.0
14544.0,24.0,2,2024.45,3,2,4,9.0,Level 1-Best Customers
17338.0,17.0,8,6643.93,4,4,4,12.0,Level 5-Lost Customers
17799.0,22.0,10,3055.93,3,4,4,11.0,Level 2-Loyal Customers
14565.0,95.0,4,3099.12,2,3,4,9.0,Level 1-Best Customers
16726.0,26.0,5,1382.02,3,3,3,9.0,Level 1-Best Customers
17303.0,361.0,1,250.04,1,1,1,3.0,0.0
14639.0,52.0,6,2984.49,2,4,4,10.0,Level 6-Lost Cheap Customers
17611.0,7.0,15,3984.22,4,4,4,12.0,Level 5-Lost Customers
17231.0,12.0,10,3174.32,4,4,4,12.0,Level 5-Lost Customers
17179.0,178.0,3,711.79,1,3,3,7.0,Level 4-Almost Lost
17524.0,361.0,1,145.0,1,1,1,3.0,0.0
17293.0,8.0,9,1875.1100000000001,4,4,4,12.0,Level 5-Lost Customers
17890.0,322.0,2,602.09,1,2,2,5.0,0.0
17375.0,199.0,3,400.1,1,3,2,6.0,0.0
17371.0,17.0,3,423.89,4,3,2,9.0,Level 1-Best Customers
17969.0,166.0,2,228.2,1,2,1,4.0,0.0
14625.0,196.0,2,899.63,1,2,3,6.0,0.0
15159.0,1.0,30,18641.010000000002,4,4,4,12.0,Level 5-Lost Customers
13211.0,10.0,3,1197.42,4,3,3,10.0,Level 6-Lost Cheap Customers
15777.0,241.0,4,1047.11,1,3,3,7.0,Level 4-Almost Lost
14525.0,19.0,9,4332.2,3,4,4,11.0,Level 2-Loyal Customers
13324.0,36.0,10,7121.95,3,4,4,11.0,Level 2-Loyal Customers
13948.0,360.0,1,102.0,1,1,1,3.0,0.0
16202.0,360.0,1,365.27,1,1,2,4.0,0.0
16442.0,1.0,3,616.79,4,3,2,9.0,Level 1-Best Customers
18075.0,23.0,10,2611.75,3,4,4,11.0,Level 2-Loyal Customers
14524.0,31.0,9,1867.68,3,4,4,11.0,Level 2-Loyal Customers
14961.0,10.0,9,7044.68,4,4,4,12.0,Level 5-Lost Customers
17041.0,26.0,3,1081.57,3,3,3,9.0,Level 1-Best Customers
16458.0,2.0,18,3482.7400000000002,4,4,4,12.0,Level 5-Lost Customers
16083.0,100.0,2,1317.62,2,2,3,7.0,Level 4-Almost Lost
17194.0,273.0,2,262.62,1,2,1,4.0,0.0
14057.0,23.0,17,6217.96,3,4,4,11.0,Level 2-Loyal Customers
14871.0,3.0,4,522.38,4,3,2,9.0,Level 1-Best Customers
13178.0,26.0,11,5725.47,3,4,4,11.0,Level 2-Loyal Customers
18044.0,4.0,10,2088.6,4,4,4,12.0,Level 5-Lost Customers
16812.0,360.0,1,479.35,1,1,2,4.0,0.0
16191.0,2.0,13,5180.52,4,4,4,12.0,Level 5-Lost Customers
14298.0,8.0,44,51527.3,4,4,4,12.0,Level 5-Lost Customers
17158.0,32.0,3,1266.97,3,3,3,9.0,Level 1-Best Customers
16899.0,7.0,6,1281.56,4,4,3,11.0,Level 2-Loyal Customers
16531.0,22.0,7,1244.59,3,4,3,10.0,Level 6-Lost Cheap Customers
14415.0,1.0,13,5900.28,4,4,4,12.0,Level 5-Lost Customers
16556.0,66.0,7,3313.79,2,4,4,10.0,Level 6-Lost Cheap Customers
16805.0,173.0,2,460.59,1,2,2,5.0,0.0
16503.0,106.0,4,1431.93,2,3,3,8.0,Level 3-Big Spenders
16553.0,163.0,12,5719.82,1,4,4,9.0,Level 1-Best Customers
17739.0,11.0,7,2791.35,4,4,4,12.0,Level 5-Lost Customers
13238.0,17.0,4,700.73,4,3,3,10.0,Level 6-Lost Cheap Customers
12829.0,336.0,2,293.0,1,2,1,4.0,0.0
13097.0,32.0,10,6010.42,3,4,4,11.0,Level 2-Loyal Customers
15392.0,4.0,4,1535.53,4,3,3,10.0,Level 6-Lost Cheap Customers
13846.0,24.0,3,865.0600000000001,3,3,3,9.0,Level 1-Best Customers
12867.0,26.0,7,4036.82,3,4,4,11.0,Level 2-Loyal Customers
14401.0,4.0,13,4051.48,4,4,4,12.0,Level 5-Lost Customers
16145.0,8.0,11,3799.4900000000002,4,4,4,12.0,Level 5-Lost Customers
17629.0,5.0,8,1814.12,4,4,4,12.0,Level 5-Lost Customers
14150.0,35.0,2,658.64,3,2,3,8.0,Level 3-Big Spenders
13496.0,10.0,2,653.33,4,2,3,9.0,Level 1-Best Customers
13611.0,89.0,3,1171.8,2,3,3,8.0,Level 3-Big Spenders
16954.0,0.0,9,2085.08,4,4,4,12.0,Level 5-Lost Customers
17454.0,192.0,4,517.53,1,3,2,6.0,0.0
17449.0,2.0,7,2520.86,4,4,4,12.0,Level 5-Lost Customers
13295.0,359.0,1,201.20000000000002,1,1,1,3.0,0.0
17230.0,264.0,8,3638.41,1,4,4,9.0,Level 1-Best Customers
15384.0,169.0,2,642.41,1,2,2,5.0,0.0
15950.0,31.0,4,1765.51,3,3,4,10.0,Level 6-Lost Cheap Customers
15512.0,155.0,2,121.0,1,2,1,4.0,0.0
17525.0,359.0,1,422.70000000000005,1,1,2,4.0,0.0
13458.0,7.0,14,9646.57,4,4,4,12.0,Level 5-Lost Customers
16003.0,29.0,5,2735.37,3,3,4,10.0,Level 6-Lost Cheap Customers
13092.0,70.0,5,477.83,2,3,2,7.0,Level 4-Almost Lost
13426.0,0.0,10,3641.32,4,4,4,12.0,Level 5-Lost Customers
15101.0,8.0,2,317.53,4,2,2,8.0,Level 3-Big Spenders
17033.0,86.0,3,1030.14,2,3,3,8.0,Level 3-Big Spenders
13221.0,240.0,2,847.41,1,2,3,6.0,0.0
14201.0,60.0,7,747.44,2,4,3,9.0,Level 1-Best Customers
17692.0,127.0,4,740.9399999999999,2,3,3,8.0,Level 3-Big Spenders
15822.0,3.0,2,885.47,4,2,3,9.0,Level 1-Best Customers
16134.0,21.0,2,618.09,3,2,2,7.0,Level 4-Almost Lost
17551.0,359.0,1,306.84,1,1,2,4.0,0.0
18050.0,359.0,1,74.4,1,1,1,3.0,0.0
14913.0,35.0,4,1227.43,3,3,3,9.0,Level 1-Best Customers
15641.0,105.0,4,1887.2,2,3,4,9.0,Level 1-Best Customers
13124.0,89.0,3,3866.33,2,3,4,9.0,Level 1-Best Customers
17214.0,60.0,6,1069.1200000000001,2,4,3,9.0,Level 1-Best Customers
15456.0,283.0,3,447.22,1,3,2,6.0,0.0
15062.0,71.0,4,987.86,2,3,3,8.0,Level 3-Big Spenders
12928.0,35.0,5,2062.7000000000003,3,3,4,10.0,Level 6-Lost Cheap Customers
15727.0,16.0,7,5178.96,4,4,4,12.0,Level 5-Lost Customers
17980.0,165.0,3,811.45,1,3,3,7.0,Level 4-Almost Lost
15290.0,4.0,18,7943.22,4,4,4,12.0,Level 5-Lost Customers
17752.0,359.0,1,80.64,1,1,1,3.0,0.0
15615.0,10.0,23,10399.74,4,4,4,12.0,Level 5-Lost Customers
17189.0,106.0,2,384.40000000000003,2,2,2,6.0,0.0
17496.0,358.0,1,271.05,1,1,1,3.0,0.0
16607.0,17.0,14,3347.71,4,4,4,12.0,Level 5-Lost Customers
13317.0,66.0,6,2273.68,2,4,4,10.0,Level 6-Lost Cheap Customers
13890.0,1.0,10,1883.8100000000002,4,4,4,12.0,Level 5-Lost Customers
17001.0,0.0,11,3989.57,4,4,4,12.0,Level 5-Lost Customers
15246.0,238.0,2,514.15,1,2,2,5.0,0.0
15482.0,15.0,12,11054.96,4,4,4,12.0,Level 5-Lost Customers
13021.0,4.0,9,2616.38,4,4,4,12.0,Level 5-Lost Customers
16037.0,269.0,3,855.02,1,3,3,7.0,Level 4-Almost Lost
14841.0,53.0,6,3295.76,2,4,4,10.0,Level 6-Lost Cheap Customers
16670.0,16.0,11,4095.9,4,4,4,12.0,Level 5-Lost Customers
16985.0,17.0,10,5464.12,4,4,4,12.0,Level 5-Lost Customers
16705.0,0.0,20,14034.99,4,4,4,12.0,Level 5-Lost Customers
14414.0,91.0,7,1496.98,2,4,3,9.0,Level 1-Best Customers
15563.0,22.0,4,1400.44,3,3,3,9.0,Level 1-Best Customers
12980.0,157.0,9,7374.900000000001,1,4,4,9.0,Level 1-Best Customers
16746.0,4.0,18,6697.66,4,4,4,12.0,Level 5-Lost Customers
16470.0,51.0,4,762.39,2,3,3,8.0,Level 3-Big Spenders
14878.0,12.0,9,1485.54,4,4,3,11.0,Level 2-Loyal Customers
16743.0,29.0,7,2238.09,3,4,4,11.0,Level 2-Loyal Customers
17146.0,105.0,3,749.78,2,3,3,8.0,Level 3-Big Spenders
12877.0,3.0,12,1535.77,4,4,3,11.0,Level 2-Loyal Customers
15394.0,9.0,4,2183.54,4,3,4,11.0,Level 2-Loyal Customers
14621.0,1.0,5,1788.3600000000001,4,3,4,11.0,Level 2-Loyal Customers
15379.0,169.0,7,3703.29,1,4,4,9.0,Level 1-Best Customers
14309.0,8.0,9,2352.53,4,4,4,12.0,Level 5-Lost Customers
17288.0,9.0,7,1419.73,4,4,3,11.0,Level 2-Loyal Customers
14709.0,15.0,13,4921.04,4,4,4,12.0,Level 5-Lost Customers
15157.0,3.0,3,1936.07,4,3,4,11.0,Level 2-Loyal Customers
17744.0,3.0,6,2322.4,4,4,4,12.0,Level 5-Lost Customers
16316.0,64.0,8,2938.91,2,4,4,10.0,Level 6-Lost Cheap Customers
15620.0,56.0,3,1553.18,2,3,3,8.0,Level 3-Big Spenders
15789.0,358.0,1,351.3,1,1,2,4.0,0.0
16560.0,26.0,2,841.41,3,2,3,8.0,Level 3-Big Spenders
13534.0,2.0,25,5870.08,4,4,4,12.0,Level 5-Lost Customers
17580.0,252.0,3,215.72,1,3,1,5.0,0.0
15759.0,218.0,3,253.04,1,3,1,5.0,0.0
14373.0,358.0,1,76.55,1,1,1,3.0,0.0
18176.0,358.0,1,476.35,1,1,2,4.0,0.0
14092.0,7.0,14,4076.91,4,4,4,12.0,Level 5-Lost Customers
15366.0,75.0,2,602.51,2,2,2,6.0,0.0
14735.0,3.0,32,6065.69,4,4,4,12.0,Level 5-Lost Customers
16271.0,2.0,5,1429.24,4,3,3,10.0,Level 6-Lost Cheap Customers
18223.0,4.0,14,6484.54,4,4,4,12.0,Level 5-Lost Customers
15532.0,25.0,4,1580.93,3,3,4,10.0,Level 6-Lost Cheap Customers
16816.0,103.0,4,417.06,2,3,2,7.0,Level 4-Almost Lost
16684.0,4.0,28,66653.56,4,4,4,12.0,Level 5-Lost Customers
14334.0,16.0,8,2552.21,4,4,4,12.0,Level 5-Lost Customers
16945.0,21.0,19,4345.5,3,4,4,11.0,Level 2-Loyal Customers
14643.0,170.0,2,693.8100000000001,1,2,3,6.0,0.0
15197.0,10.0,3,1079.6100000000001,4,3,3,10.0,Level 6-Lost Cheap Customers
14220.0,247.0,2,632.4,1,2,2,5.0,0.0
